pokedex_number	name	abilities	attack	defense	speed	hp	sp_attack	sp_defense	base_total	base_egg_steps	base_happiness	weight_kg	height_m	capture_rate	classIfication	type1	type2	experience_growth	percentage_male	generation	is_legendary
505	Watchog	['Illuminate', 'Keen Eye', 'Analytic']	85	69	77	60	60	69	420	5120	70	27.0	1.1	255	Lookout 	normal	NULL	1000000	50.0	5	N
506	Lillipup	['Vital Spirit', 'Pickup', 'Run Away']	60	45	55	45	25	45	275	3840	70	4.1	0.4	255	Puppy 	normal	NULL	1059860	50.0	5	N
507	Herdier	['Intimidate', 'Sand Rush', 'Scrappy']	80	65	60	65	35	65	370	3840	70	14.7	0.9	120	Loyal Dog 	normal	NULL	1059860	50.0	5	N
508	Stoutland	['Intimidate', 'Sand Rush', 'Scrappy']	110	90	80	85	45	90	500	3840	70	61.0	1.2	45	Big-Hearted 	normal	NULL	1059860	50.0	5	N
509	Purrloin	['Limber', 'Unburden', 'Prankster']	50	37	66	41	50	37	281	5120	70	10.1	0.4	255	Devious 	dark	NULL	1000000	50.0	5	N
510	Liepard	['Limber', 'Unburden', 'Prankster']	88	50	106	64	88	50	446	5120	70	37.5	1.1	90	Cruel 	dark	NULL	1000000	50.0	5	N
511	Pansage	['Gluttony', 'Overgrow']	53	48	64	50	53	48	316	5120	70	10.5	0.6	190	Grass Monkey 	grass	NULL	1000000	88.1	5	N
512	Simisage	['Gluttony', 'Overgrow']	98	63	101	75	98	63	498	5120	70	30.5	1.1	75	Thorn Monkey 	grass	NULL	1000000	88.1	5	N
513	Pansear	['Gluttony', 'Blaze']	53	48	64	50	53	48	316	5120	70	11.0	0.6	190	High Temp 	fire	NULL	1000000	88.1	5	N
514	Simisear	['Gluttony', 'Blaze']	98	63	101	75	98	63	498	5120	70	28.0	1.0	75	Ember 	fire	NULL	1000000	88.1	5	N
515	Panpour	['Gluttony', 'Torrent']	53	48	64	50	53	48	316	5120	70	13.5	0.6	190	Spray 	water	NULL	1000000	88.1	5	N
516	Simipour	['Gluttony', 'Torrent']	98	63	101	75	98	63	498	5120	70	29.0	1.0	75	Geyser 	water	NULL	1000000	88.1	5	N
517	Munna	['Forewarn', 'Synchronize', 'Telepathy']	25	45	24	76	67	55	292	2560	70	23.3	0.6	190	Dream Eater 	psychic	NULL	800000	50.0	5	N
518	Musharna	['Forewarn', 'Synchronize', 'Telepathy']	55	85	29	116	107	95	487	2560	70	60.5	1.1	75	Drowsing 	psychic	NULL	800000	50.0	5	N
519	Pidove	['Big Pecks', 'Super Luck', 'Rivalry']	55	50	43	50	36	30	264	3840	70	2.1	0.3	255	Tiny Pigeon 	normal	flying	1059860	50.0	5	N
520	Tranquill	['Big Pecks', 'Super Luck', 'Rivalry']	77	62	65	62	50	42	358	3840	70	15.0	0.6	120	Wild Pigeon 	normal	flying	1059860	50.0	5	N
521	Unfezant	['Big Pecks', 'Super Luck', 'Rivalry']	115	80	93	80	65	55	488	3840	70	29.0	1.2	45	Proud 	normal	flying	1059860	50.0	5	N
522	Blitzle	['Lightningrod', 'Motor Drive', 'Sap Sipper']	60	32	76	45	50	32	295	5120	70	29.8	0.8	190	Electrified 	electric	NULL	1000000	50.0	5	N
523	Zebstrika	['Lightningrod', 'Motor Drive', 'Sap Sipper']	100	63	116	75	80	63	497	5120	70	79.5	1.6	75	Thunderbolt 	electric	NULL	1000000	50.0	5	N
524	Roggenrola	['Sturdy', 'Weak Armor', 'Sand Force']	75	85	15	55	25	25	280	3840	70	18.0	0.4	255	Mantle 	rock	NULL	1059860	50.0	5	N
525	Boldore	['Sturdy', 'Weak Armor', 'Sand Force']	105	105	20	70	50	40	390	3840	70	102.0	0.9	120	Ore 	rock	NULL	1059860	50.0	5	N
526	Gigalith	['Sturdy', 'Sand Stream', 'Sand Force']	135	130	25	85	60	80	515	3840	70	260.0	1.7	45	Compressed 	rock	NULL	1059860	50.0	5	N
527	Woobat	['Unaware', 'Klutz', 'Simple']	45	43	72	65	55	43	323	3840	70	2.1	0.4	190	Bat 	psychic	flying	1000000	50.0	5	N
528	Swoobat	['Unaware', 'Klutz', 'Simple']	57	55	114	67	77	55	425	3840	70	10.5	0.9	45	Courting 	psychic	flying	1000000	50.0	5	N
529	Drilbur	['Sand Rush', 'Sand Force', 'Mold Breaker']	85	40	68	60	30	45	328	5120	70	8.5	0.3	120	Mole 	ground	NULL	1000000	50.0	5	N
530	Excadrill	['Sand Rush', 'Sand Force', 'Mold Breaker']	135	60	88	110	50	65	508	5120	70	40.4	0.7	60	Subterrene 	ground	steel	1000000	50.0	5	N
531	Audino	['Healer', 'Regenerator', 'Klutz']	60	126	50	103	80	126	545	5120	70	31.0	1.1	255	Hearing 	normal	NULL	800000	50.0	5	N
532	Timburr	['Guts', 'Sheer Force', 'Iron Fist']	80	55	35	75	25	35	305	5120	70	12.5	0.6	180	Muscular 	fighting	NULL	1059860	75.4	5	N
533	Gurdurr	['Guts', 'Sheer Force', 'Iron Fist']	105	85	40	85	40	50	405	5120	70	40.0	1.2	90	Muscular 	fighting	NULL	1059860	75.4	5	N
534	Conkeldurr	['Guts', 'Sheer Force', 'Iron Fist']	140	95	45	105	55	65	505	5120	70	87.0	1.4	45	Muscular 	fighting	NULL	1059860	75.4	5	N
535	Tympole	['Swift Swim', 'Hydration', 'Water Absorb']	50	40	64	50	50	40	294	5120	70	4.5	0.5	255	Tadpole 	water	NULL	1059860	50.0	5	N
536	Palpitoad	['Swift Swim', 'Hydration', 'Water Absorb']	65	55	69	75	65	55	384	5120	70	17.0	0.8	120	Vibration 	water	ground	1059860	50.0	5	N
537	Seismitoad	['Swift Swim', 'Poison Touch', 'Water Absorb']	95	75	74	105	85	75	509	5120	70	62.0	1.5	45	Vibration 	water	ground	1059860	50.0	5	N
538	Throh	['Guts', 'Inner Focus', 'Mold Breaker']	100	85	45	120	30	85	465	5120	70	55.5	1.3	45	Judo 	fighting	NULL	1000000	100.0	5	N
539	Sawk	['Sturdy', 'Inner Focus', 'Mold Breaker']	125	75	85	75	30	75	465	5120	70	51.0	1.4	45	Karate 	fighting	NULL	1000000	100.0	5	N
540	Sewaddle	['Swarm', 'Chlorophyll', 'Overcoat']	53	70	42	45	40	60	310	3840	70	2.5	0.3	255	Sewing 	bug	grass	1059860	50.0	5	N
541	Swadloon	['Leaf Guard', 'Chlorophyll', 'Overcoat']	63	90	42	55	50	80	380	3840	70	7.3	0.5	120	Leaf-Wrapped 	bug	grass	1059860	50.0	5	N
542	Leavanny	['Swarm', 'Chlorophyll', 'Overcoat']	103	80	92	75	70	80	500	3840	70	20.5	1.2	45	Nurturing 	bug	grass	1059860	50.0	5	N
543	Venipede	['Poison Point', 'Swarm', 'Speed Boost']	45	59	57	30	30	39	260	3840	70	5.3	0.4	255	Centipede 	bug	poison	1059860	50.0	5	N
544	Whirlipede	['Poison Point', 'Swarm', 'Speed Boost']	55	99	47	40	40	79	360	3840	70	58.5	1.2	120	Curlipede 	bug	poison	1059860	50.0	5	N
545	Scolipede	['Poison Point', 'Swarm', 'Speed Boost']	100	89	112	60	55	69	485	5120	70	200.5	2.5	45	Megapede 	bug	poison	1059860	50.0	5	N
546	Cottonee	['Prankster', 'Infiltrator', 'Chlorophyll']	27	60	66	40	37	50	280	5120	70	0.6	0.3	190	Cotton Puff 	grass	fairy	1000000	50.0	5	N
547	Whimsicott	['Prankster', 'Infiltrator', 'Chlorophyll']	67	85	116	60	77	75	480	5120	70	6.6	0.7	75	Windveiled 	grass	fairy	1000000	50.0	5	N
548	Petilil	['Chlorophyll', 'Own Tempo', 'Leaf Guard']	35	50	30	45	70	50	280	5120	70	6.6	0.5	190	Bulb 	grass	NULL	1000000	0.0	5	N
549	Lilligant	['Chlorophyll', 'Own Tempo', 'Leaf Guard']	60	75	90	70	110	75	480	5120	70	16.3	1.1	75	Flowering 	grass	NULL	1000000	0.0	5	N
550	Basculin	['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']	92	65	98	70	80	55	460	10240	70	18.0	1.0	25	Hostile 	water	NULL	1000000	50.0	5	N
551	Sandile	['Intimidate', 'Moxie', 'Anger Point']	72	35	65	50	35	35	292	5120	70	15.2	0.7	180	Desert Croc 	ground	dark	1059860	50.0	5	N
552	Krokorok	['Intimidate', 'Moxie', 'Anger Point']	82	45	74	60	45	45	351	5120	70	33.4	1.0	90	Desert Croc 	ground	dark	1059860	50.0	5	N
553	Krookodile	['Intimidate', 'Moxie', 'Anger Point']	117	80	92	95	65	70	519	5120	70	96.3	1.5	45	Intimidation 	ground	dark	1059860	50.0	5	N
554	Darumaka	['Hustle', 'Inner Focus']	90	45	50	70	15	45	315	5120	70	37.5	0.6	120	Zen Charm 	fire	NULL	1059860	50.0	5	N
555	Darmanitan	['Sheer Force', 'Zen Mode']	30	105	55	105	140	105	540	5120	70	92.9	1.3	60	Blazing 	fire	fire	1059860	50.0	5	N
556	Maractus	['Water Absorb', 'Chlorophyll', 'Storm Drain']	86	67	60	75	106	67	461	5120	70	28.0	1.0	255	Cactus 	grass	NULL	1000000	50.0	5	N
557	Dwebble	['Sturdy', 'Shell Armor', 'Weak Armor']	65	85	55	50	35	35	325	5120	70	14.5	0.3	190	Rock Inn 	bug	rock	1000000	50.0	5	N
558	Crustle	['Sturdy', 'Shell Armor', 'Weak Armor']	105	125	45	70	65	75	485	5120	70	200.0	1.4	75	Stone Home 	bug	rock	1000000	50.0	5	N
559	Scraggy	['Shed Skin', 'Moxie', 'Intimidate']	75	70	48	50	35	70	348	3840	35	11.8	0.6	180	Shedding 	dark	fighting	1000000	50.0	5	N
560	Scrafty	['Shed Skin', 'Moxie', 'Intimidate']	90	115	58	65	45	115	488	3840	70	30.0	1.1	90	Hoodlum 	dark	fighting	1000000	50.0	5	N
561	Sigilyph	['Wonder Skin ', 'Magic Guard', 'Tinted Lens']	58	80	97	72	103	80	490	5120	70	14.0	1.4	45	Avianoid 	psychic	flying	1000000	50.0	5	N
562	Yamask	['Mummy']	30	85	30	38	55	65	303	6400	70	1.5	0.5	190	Spirit 	ghost	NULL	1000000	50.0	5	N
563	Cofagrigus	['Mummy']	50	145	30	58	95	105	483	6400	70	76.5	1.7	90	Coffin 	ghost	NULL	1000000	50.0	5	N
564	Tirtouga	['Solid Rock', 'Sturdy', 'Swift Swim']	78	103	22	54	53	45	355	7680	70	16.5	0.7	45	Prototurtle 	water	rock	1000000	88.1	5	N
565	Carracosta	['Solid Rock', 'Sturdy', 'Swift Swim']	108	133	32	74	83	65	495	7680	70	81.0	1.2	45	Prototurtle 	water	rock	1000000	88.1	5	N
566	Archen	['Defeatist']	112	45	70	55	74	45	401	7680	70	9.5	0.5	45	First Bird 	rock	flying	1000000	88.1	5	N
567	Archeops	['Defeatist']	140	65	110	75	112	65	567	7680	70	32.0	1.4	45	First Bird 	rock	flying	1000000	88.1	5	N
568	Trubbish	['Stench', 'Sticky Hold', 'Aftermath']	50	62	65	50	40	62	329	5120	70	31.0	0.6	190	Trash Bag 	poison	NULL	1000000	50.0	5	N
569	Garbodor	['Stench', 'Weak Armor', 'Aftermath']	95	82	75	80	60	82	474	5120	70	107.3	1.9	60	Trash Heap 	poison	NULL	1000000	50.0	5	N
570	Zorua	['Illusion']	65	40	65	40	80	40	330	6400	70	12.5	0.7	75	Tricky Fox 	dark	NULL	1059860	88.1	5	N
571	Zoroark	['Illusion']	105	60	105	60	120	60	510	5120	70	81.1	1.6	45	Illusion Fox 	dark	NULL	1059860	88.1	5	N
572	Minccino	['Cute Charm', 'Technician', 'Skill Link']	50	40	75	55	40	40	300	3840	70	5.8	0.4	255	Chinchilla 	normal	NULL	800000	24.6	5	N
573	Cinccino	['Cute Charm', 'Technician', 'Skill Link']	95	60	115	75	65	60	470	3840	70	7.5	0.5	60	Scarf 	normal	NULL	800000	24.6	5	N
574	Gothita	['Frisk', 'Competitive', 'Shadow Tag']	30	50	45	45	55	65	290	5120	70	5.8	0.4	200	Fixation 	psychic	NULL	1059860	24.6	5	N
575	Gothorita	['Frisk', 'Competitive', 'Shadow Tag']	45	70	55	60	75	85	390	5120	70	18.0	0.7	100	Manipulate 	psychic	NULL	1059860	24.6	5	N
576	Gothitelle	['Frisk', 'Competitive', 'Shadow Tag']	55	95	65	70	95	110	490	5120	70	44.0	1.5	50	Astral Body 	psychic	NULL	1059860	24.6	5	N
577	Solosis	['Overcoat', 'Magic Guard', 'Regenerator']	30	40	20	45	105	50	290	5120	70	1.0	0.3	200	Cell 	psychic	NULL	1059860	50.0	5	N
578	Duosion	['Overcoat', 'Magic Guard', 'Regenerator']	40	50	30	65	125	60	370	5120	70	8.0	0.6	100	Mitosis 	psychic	NULL	1059860	50.0	5	N
579	Reuniclus	['Overcoat', 'Magic Guard', 'Regenerator']	65	75	30	110	125	85	490	5120	70	20.1	1.0	50	Multiplying 	psychic	NULL	1059860	50.0	5	N
580	Ducklett	['Keen Eye', 'Big Pecks', 'Hydration']	44	50	55	62	44	50	305	5120	70	5.5	0.5	190	Water Bird 	water	flying	1000000	50.0	5	N
581	Swanna	['Keen Eye', 'Big Pecks', 'Hydration']	87	63	98	75	87	63	473	5120	70	24.2	1.3	45	White Bird 	water	flying	1000000	50.0	5	N
582	Vanillite	['Ice Body', 'Snow Cloak', 'Weak Armor']	50	50	44	36	65	60	305	5120	70	5.7	0.4	255	Fresh Snow 	ice	NULL	1250000	50.0	5	N
583	Vanillish	['Ice Body', 'Snow Cloak', 'Weak Armor']	65	65	59	51	80	75	395	5120	70	41.0	1.1	120	Icy Snow 	ice	NULL	1250000	50.0	5	N
584	Vanilluxe	['Ice Body', 'Snow Warning', 'Weak Armor']	95	85	79	71	110	95	535	5120	70	57.5	1.3	45	Snowstorm 	ice	NULL	1250000	50.0	5	N
585	Deerling	['Chlorophyll', 'Sap Sipper', 'Serene Grace']	60	50	75	60	40	50	335	5120	70	19.5	0.6	190	Season 	normal	grass	1000000	50.0	5	N
586	Sawsbuck	['Chlorophyll', 'Sap Sipper', 'Serene Grace']	100	70	95	80	60	70	475	5120	70	92.5	1.9	75	Season 	normal	grass	1000000	50.0	5	N
587	Emolga	['Static', 'Motor Drive']	75	60	103	55	75	60	428	5120	70	5.0	0.4	200	Sky Squirrel 	electric	flying	1000000	50.0	5	N
588	Karrablast	['Swarm', 'Shed Skin', 'No Guard']	75	45	60	50	40	45	315	3840	70	5.9	0.5	200	Clamping 	bug	NULL	1000000	50.0	5	N
589	Escavalier	['Swarm', 'Shell Armor', 'Overcoat']	135	105	20	70	60	105	495	3840	70	33.0	1.0	75	Cavalry 	bug	steel	1000000	50.0	5	N
590	Foongus	['Effect Spore', 'Regenerator']	55	45	15	69	55	55	294	5120	70	1.0	0.2	190	Mushroom 	grass	poison	1000000	50.0	5	N
591	Amoonguss	['Effect Spore', 'Regenerator']	85	70	30	114	85	80	464	5120	70	10.5	0.6	75	Mushroom 	grass	poison	1000000	50.0	5	N
592	Frillish	['Water Absorb', 'Cursed Body', 'Damp']	40	50	40	55	65	85	335	5120	70	33.0	1.2	190	Floating 	water	ghost	1000000	50.0	5	N
593	Jellicent	['Water Absorb', 'Cursed Body', 'Damp']	60	70	60	100	85	105	480	5120	70	135.0	2.2	60	Floating 	water	ghost	1000000	50.0	5	N
594	Alomomola	['Healer', 'Hydration', 'Regenerator']	75	80	65	165	40	45	470	10240	70	31.6	1.2	75	Caring 	water	NULL	800000	50.0	5	N
595	Joltik	['Compoundeyes', 'Unnerve', 'Swarm']	47	50	65	50	57	50	319	5120	70	0.6	0.1	190	Attaching 	bug	electric	1000000	50.0	5	N
596	Galvantula	['Compoundeyes', 'Unnerve', 'Swarm']	77	60	108	70	97	60	472	5120	70	14.3	0.8	75	EleSpider 	bug	electric	1000000	50.0	5	N
597	Ferroseed	['Iron Barbs']	50	91	10	44	24	86	305	5120	70	18.8	0.6	255	Thorn Seed 	grass	steel	1000000	50.0	5	N
598	Ferrothorn	['Iron Barbs', 'Anticipation']	94	131	20	74	54	116	489	5120	70	110.0	1.0	90	Thorn Pod 	grass	steel	1000000	50.0	5	N
599	Klink	['Plus', 'Minus', 'Clear Body']	55	70	30	40	45	60	300	5120	70	21.0	0.3	130	Gear 	steel	NULL	1059860	NULL	5	N
600	Klang	['Plus', 'Minus', 'Clear Body']	80	95	50	60	70	85	440	5120	70	51.0	0.6	60	Gear 	steel	NULL	1059860	NULL	5	N
601	Klinklang	['Plus', 'Minus', 'Clear Body']	100	115	90	60	70	85	520	5120	70	81.0	0.6	30	Gear 	steel	NULL	1059860	NULL	5	N
602	Tynamo	['Levitate']	55	40	60	35	45	40	275	5120	70	0.3	0.2	190	EleFish 	electric	NULL	1250000	50.0	5	N
603	Eelektrik	['Levitate']	85	70	40	65	75	70	405	5120	70	22.0	1.2	60	EleFish 	electric	NULL	1250000	50.0	5	N
604	Eelektross	['Levitate']	115	80	50	85	105	80	515	5120	70	80.5	2.1	30	EleFish 	electric	NULL	1250000	50.0	5	N
605	Elgyem	['Telepathy', 'Synchronize', 'Analytic']	55	55	30	55	85	55	335	5120	70	9.0	0.5	255	Cerebral 	psychic	NULL	1000000	50.0	5	N
606	Beheeyem	['Telepathy', 'Synchronize', 'Analytic']	75	75	40	75	125	95	485	5120	70	34.5	1.0	90	Cerebral 	psychic	NULL	1000000	50.0	5	N
607	Litwick	['Flash Fire', 'Flame Body', 'Infiltrator']	30	55	20	50	65	55	275	5120	70	3.1	0.3	190	Candle 	ghost	fire	1059860	50.0	5	N
608	Lampent	['Flash Fire', 'Flame Body', 'Infiltrator']	40	60	55	60	95	60	370	5120	70	13.0	0.6	90	Lamp 	ghost	fire	1059860	50.0	5	N
609	Chandelure	['Flash Fire', 'Flame Body', 'Infiltrator']	55	90	80	60	145	90	520	5120	70	34.3	1.0	45	Luring 	ghost	fire	1059860	50.0	5	N
610	Axew	['Rivalry', 'Mold Breaker', 'Unnerve']	87	60	57	46	30	40	320	10240	35	18.0	0.6	75	Tusk 	dragon	NULL	1250000	50.0	5	N
611	Fraxure	['Rivalry', 'Mold Breaker', 'Unnerve']	117	70	67	66	40	50	410	10240	35	36.0	1.0	60	Axe Jaw 	dragon	NULL	1250000	50.0	5	N
612	Haxorus	['Rivalry', 'Mold Breaker', 'Unnerve']	147	90	97	76	60	70	540	10240	35	105.5	1.8	45	Axe Jaw 	dragon	NULL	1250000	50.0	5	N
613	Cubchoo	['Snow Cloak', 'Slush Rush', 'Rattled']	70	40	40	55	60	40	305	5120	70	8.5	0.5	120	Chill 	ice	NULL	1000000	50.0	5	N
614	Beartic	['Snow Cloak', 'Slush Rush', 'Swift Swim']	130	80	50	95	70	80	505	5120	70	260.0	2.6	60	Freezing 	ice	NULL	1000000	50.0	5	N
615	Cryogonal	['Levitate']	50	50	105	80	95	135	515	6400	70	148.0	1.1	25	Crystallizing 	ice	NULL	1000000	NULL	5	N
616	Shelmet	['Hydration', 'Shell Armor', 'Overcoat']	40	85	25	50	40	65	305	3840	70	7.7	0.4	200	Snail 	bug	NULL	1000000	50.0	5	N
617	Accelgor	['Hydration', 'Sticky Hold', 'Unburden']	70	40	145	80	100	60	495	3840	70	25.3	0.8	75	Shell Out 	bug	NULL	1000000	50.0	5	N
618	Stunfisk	['Static', 'Limber', 'Sand Veil']	66	84	32	109	81	99	471	5120	70	11.0	0.7	75	Trap 	ground	electric	1000000	50.0	5	N
619	Mienfoo	['Inner Focus', 'Regenerator', 'Reckless']	85	50	65	45	55	50	350	6400	70	20.0	0.9	180	Martial Arts 	fighting	NULL	1059860	50.0	5	N
620	Mienshao	['Inner Focus', 'Regenerator', 'Reckless']	125	60	105	65	95	60	510	6400	70	35.5	1.4	45	Martial Arts 	fighting	NULL	1059860	50.0	5	N
621	Druddigon	['Rough Skin', 'Sheer Force', 'Mold Breaker']	120	90	48	77	60	90	485	7680	70	139.0	1.6	45	Cave 	dragon	NULL	1000000	50.0	5	N
622	Golett	['Iron Fist', 'Klutz', 'No Guard']	74	50	35	59	35	50	303	6400	70	92.0	1.0	190	Automaton 	ground	ghost	1000000	NULL	5	N
623	Golurk	['Iron Fist', 'Klutz', 'No Guard']	124	80	55	89	55	80	483	6400	70	330.0	2.8	90	Automaton 	ground	ghost	1000000	NULL	5	N
624	Pawniard	['Defiant', 'Inner Focus', 'Pressure']	85	70	60	45	40	40	340	5120	35	10.2	0.5	120	Sharp Blade 	dark	steel	1000000	50.0	5	N
625	Bisharp	['Defiant', 'Inner Focus', 'Pressure']	125	100	70	65	60	70	490	5120	35	70.0	1.6	45	Sword Blade 	dark	steel	1000000	50.0	5	N
626	Bouffalant	['Reckless', 'Sap Sipper', 'Soundproof']	110	95	55	95	40	95	490	5120	70	94.6	1.6	45	Bash Buffalo 	normal	NULL	1000000	50.0	5	N
627	Rufflet	['Keen Eye', 'Sheer Force', 'Hustle']	83	50	60	70	37	50	350	5120	70	10.5	0.5	190	Eaglet 	normal	flying	1250000	100.0	5	N
628	Braviary	['Keen Eye', 'Sheer Force', 'Defiant']	123	75	80	100	57	75	510	5120	70	41.0	1.5	60	Valiant 	normal	flying	1250000	100.0	5	N
629	Vullaby	['Big Pecks', 'Overcoat', 'Weak Armor']	55	75	60	70	45	65	370	5120	35	9.0	0.5	190	Diapered 	dark	flying	1250000	0.0	5	N
630	Mandibuzz	['Big Pecks', 'Overcoat', 'Weak Armor']	65	105	80	110	55	95	510	5120	35	39.5	1.2	60	Bone Vulture 	dark	flying	1250000	0.0	5	N
631	Heatmor	['Gluttony', 'Flash Fire', 'White Smoke']	97	66	65	85	105	66	484	5120	70	58.0	1.4	90	Anteater 	fire	NULL	1000000	50.0	5	N
632	Durant	['Swarm', 'Hustle', 'Truant']	109	112	109	58	48	48	484	5120	70	33.0	0.3	90	Iron Ant 	bug	steel	1000000	50.0	5	N
633	Deino	['Hustle']	65	50	38	52	45	50	300	10240	35	17.3	0.8	45	Irate 	dark	dragon	1250000	50.0	5	N
634	Zweilous	['Hustle']	85	70	58	72	65	70	420	10240	35	50.0	1.4	45	Hostile 	dark	dragon	1250000	50.0	5	N
635	Hydreigon	['Levitate']	105	90	98	92	125	90	600	10240	35	160.0	1.8	45	Brutal 	dark	dragon	1250000	50.0	5	N
636	Larvesta	['Flame Body', 'Swarm']	85	55	60	55	50	55	360	10240	70	28.8	1.1	45	Torch 	bug	fire	1250000	50.0	5	N
637	Volcarona	['Flame Body', 'Swarm']	60	65	100	85	135	105	550	10240	70	46.0	1.6	15	Sun 	bug	fire	1250000	50.0	5	N
638	Cobalion	['Justified']	90	129	108	91	90	72	580	20480	35	250.0	2.1	3	Iron Will 	steel	fighting	1250000	NULL	5	Y
639	Terrakion	['Justified']	129	90	108	91	72	90	580	20480	35	260.0	1.9	3	Cavern 	rock	fighting	1250000	NULL	5	Y
640	Virizion	['Justified']	90	72	108	91	90	129	580	20480	35	200.0	2.0	3	Grassland 	grass	fighting	1250000	NULL	5	Y
641	Tornadus	['Prankster', 'Defiant', 'Regenerator']	100	80	121	79	110	90	580	30720	90	63.0	1.5	3	Cyclone 	flying	NULL	1250000	100.0	5	Y
642	Thundurus	['Prankster', 'Defiant', 'Volt Absorb']	105	70	101	79	145	80	580	30720	90	61.0	1.5	3	Bolt Strike 	electric	flying	1250000	100.0	5	Y
643	Reshiram	['Turboblaze']	120	100	90	100	150	120	680	30720	0	330.0	3.2	3	Vast White 	dragon	fire	1250000	NULL	5	Y
644	Zekrom	['Teravolt']	150	120	90	100	120	100	680	30720	0	345.0	2.9	3	Deep Black 	dragon	electric	1250000	NULL	5	Y
645	Landorus	['Sand Force', 'Sheer Force', 'Intimidate']	145	90	91	89	105	80	600	30720	90	68.0	1.5	3	Abundance 	ground	flying	1250000	100.0	5	Y
646	Kyurem	['Pressure', 'Teravolt', 'Turboblaze']	120	90	95	125	170	100	700	30720	0	325.0	3.0	3	Boundary 	dragon	ice	1250000	NULL	5	Y
647	Keldeo	['Justified']	72	90	108	91	129	90	580	20480	35	48.5	1.4	3	Colt 	water	fighting	1250000	NULL	5	Y
648	Meloetta	['Serene Grace']	128	90	128	100	77	77	600	30720	100	6.5	0.6	3	Melody 	normal	psychic	1250000	NULL	5	Y
649	Genesect	['Download']	120	95	99	71	120	95	600	30720	0	82.5	1.5	3	Paleozoic 	bug	steel	1250000	NULL	5	Y
650	Chespin	['Overgrow', 'Bulletproof']	61	65	38	56	48	45	313	5120	70	9.0	0.4	45	Spiky Nut 	grass	NULL	1059860	88.1	6	N
651	Quilladin	['Overgrow', 'Bulletproof']	78	95	57	61	56	58	405	5120	70	29.0	0.7	45	Spiny Armor 	grass	NULL	1059860	88.1	6	N
652	Chesnaught	['Overgrow', 'Bulletproof']	107	122	64	88	74	75	530	5120	70	90.0	1.6	45	Spiny Armor 	grass	fighting	1059860	88.1	6	N
653	Fennekin	['Blaze', 'Magician']	45	40	60	40	62	60	307	5120	70	9.4	0.4	45	Fox 	fire	NULL	1059860	88.1	6	N
654	Braixen	['Blaze', 'Magician']	59	58	73	59	90	70	409	5120	70	14.5	1.0	45	Fox 	fire	NULL	1059860	88.1	6	N
655	Delphox	['Blaze', 'Magician']	69	72	104	75	114	100	534	5120	70	39.0	1.5	45	Fox 	fire	psychic	1059860	88.1	6	N
656	Froakie	['Torrent', 'Protean']	56	40	71	41	62	44	314	5120	70	7.0	0.3	45	Bubble Frog 	water	NULL	1059860	88.1	6	N
657	Frogadier	['Torrent', 'Protean']	63	52	97	54	83	56	405	5120	70	10.9	0.6	45	Bubble Frog 	water	NULL	1059860	88.1	6	N
658	Greninja	['Torrent', 'Protean', 'Battle Bond']	145	67	132	72	153	71	640	5120	70	40.0	1.5	45	Ninja 	water	dark	1059860	88.1	6	N
659	Bunnelby	['Pickup', 'Cheek Pouch', 'Huge Power']	36	38	57	38	32	36	237	3840	70	5.0	0.4	255	Digging 	normal	NULL	1000000	50.0	6	N
660	Diggersby	['Pickup', 'Cheek Pouch', 'Huge Power']	56	77	78	85	50	77	423	3840	70	42.4	1.0	127	Digging 	normal	ground	1000000	50.0	6	N
661	Fletchling	['Big Pecks', 'Gale Wings']	50	43	62	45	40	38	278	3840	70	1.7	0.3	255	Tiny Robin 	normal	flying	1059860	50.0	6	N
662	Fletchinder	['Flame Body', 'Gale Wings']	73	55	84	62	56	52	382	3840	70	16.0	0.7	120	Ember 	fire	flying	1059860	50.0	6	N
663	Talonflame	['Flame Body', 'Gale Wings']	81	71	126	78	74	69	499	3840	70	24.5	1.2	45	Scorching 	fire	flying	1059860	50.0	6	N
664	Scatterbug	['Shield Dust', 'Compoundeyes', 'Friend Guard']	35	40	35	38	27	25	200	3840	70	2.5	0.3	255	Scatterdust 	bug	NULL	1000000	50.0	6	N
665	Spewpa	['Shed Skin', 'Friend Guard']	22	60	29	45	27	30	213	3840	70	8.4	0.3	120	Scatterdust 	bug	NULL	1000000	50.0	6	N
666	Vivillon	['Shield Dust', 'Compoundeyes', 'Friend Guard']	52	50	89	80	90	50	411	3840	70	17.0	1.2	45	Scale 	bug	flying	1000000	50.0	6	N
667	Litleo	['Rivalry', 'Unnerve', 'Moxie']	50	58	72	62	73	54	369	5120	70	13.5	0.6	220	Lion Cub 	fire	normal	1059860	11.2	6	N
668	Pyroar	['Rivalry', 'Unnerve', 'Moxie']	68	72	106	86	109	66	507	5120	70	81.5	1.5	65	Royal 	fire	normal	1059860	11.2	6	N
669	Flabébé	['Flower Veil', 'Symbiosis']	38	39	42	44	61	79	303	5120	70	0.1	0.1	225	Single Bloom 	fairy	NULL	1000000	0.0	6	N
670	Floette	['Flower Veil', 'Symbiosis']	65	67	92	74	125	128	551	5120	70	0.9	0.2	120	Fairy 	fairy	NULL	1000000	0.0	6	N
671	Florges	['Flower Veil', 'Symbiosis']	65	68	75	78	112	154	552	5120	70	10.0	1.1	45	Garden 	fairy	NULL	1000000	0.0	6	N
